ObjectId,Country,ISO2,ISO3,Indicator,Code,Unit,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020
265,Cyprus,CY,CYP,Taxes on Transport (excluding fuel for transport),ECGTET,Percent of GDP,2.124,2.035,1.781,1.801,1.753,1.816,1.852,1.801,1.698,1.731,1.434,1.303,1.438,1.417,1.15,0.94,0.816,0.709,0.623,0.704,0.674,0.65,0.654,0.595,0.53,
266,Czech Rep.,CZ,CZE,Environmental Taxes,ECGTE,Domestic Currency,43734.005,46354.588,47412.4,51533.577,57646.077,57941.374,63975.398,65712.036,71419.144,80650.941,87515.391,90553.244,100520.5,103835.736,103274.667,104064.781,106318.947,104576.784,105388.781,107904.372,114244.711,119240.444,124524.487,137033.19,141779.131,
267,Czech Rep.,CZ,CZE,Environmental Taxes,ECGTE,Percent of GDP,2.74,2.534,2.405,2.39,2.559,2.428,2.481,2.442,2.529,2.619,2.664,2.565,2.604,2.568,2.612,2.606,2.617,2.558,2.544,2.483,2.47,2.486,2.437,2.534,2.466,
268,Czech Rep.,CZ,CZE,Taxes on Energy (including fuel for transport),ECGTEN,Domestic Currency,33883,36600,38566,41214,46215,47640,54083,54848,60123,69304,75570,78187.648,82971.023,85240.883,85439.531,85212.719,85182.836,82770.945,83994.188,86189.203,90667.852,95050.164,98935.758,109884.578,113538.359,
269,Czech Rep.,CZ,CZE,Taxes on Energy (including fuel for transport),ECGTEN,Percent of GDP,2.123,2.001,1.957,1.911,2.051,1.996,2.097,2.038,2.129,2.251,2.3,2.214,2.15,2.108,2.161,2.134,2.097,2.024,2.027,1.983,1.96,1.982,1.936,2.032,1.975,
270,Czech Rep.,CZ,CZE,Taxes on Pollution,ECGTEP,Domestic Currency,2990,2659,2672,2322,1973,1691.792,1588.028,2264.57,2281.2,2052.2,2312.9,2100.011,2659.699,2536.009,2515.392,2513.679,2401.301,2194.309,1944.585,1981.045,1930.769,1969.972,1910.828,2139.345,2318.698,
271,Czech Rep.,CZ,CZE,Taxes on Pollution,ECGTEP,Percent of GDP,0.187,0.145,0.136,0.108,0.088,0.071,0.062,0.084,0.081,0.067,0.07,0.059,0.069,0.063,0.064,0.063,0.059,0.054,0.047,0.046,0.042,0.041,0.037,0.04,0.04,
272,Czech Rep.,CZ,CZE,Taxes on Resources,ECGTER,Domestic Currency,1051.005,1265.588,1291.4,1282.577,1270.077,1368.627,1165.492,1192.632,1218.322,1209.75,1381.509,1437.625,1434.305,1429.86,1398.301,1266.896,1335.275,1496.674,1478.136,1284.413,1295.891,1572.384,1437.675,2559.07,3007.358,
273,Czech Rep.,CZ,CZE,Taxes on Resources,ECGTER,Percent of GDP,0.066,0.069,0.066,0.059,0.056,0.057,0.045,0.044,0.043,0.039,0.042,0.041,0.037,0.035,0.035,0.032,0.033,0.037,0.036,0.03,0.028,0.033,0.028,0.047,0.052,
274,Czech Rep.,CZ,CZE,Taxes on Transport (excluding fuel for transport),ECGTET,Domestic Currency,5810,5830,4883,6715,8188,7240.955,7138.878,7406.834,7796.622,8084.991,8250.982,8827.96,13455.473,14628.984,13921.442,15071.487,17399.535,18114.855,17971.873,18449.711,20350.199,20647.924,22240.227,22450.197,22914.715,
275,Czech Rep.,CZ,CZE,Taxes on Transport (excluding fuel for transport),ECGTET,Percent of GDP,0.364,0.319,0.248,0.311,0.363,0.303,0.277,0.275,0.276,0.263,0.251,0.25,0.349,0.362,0.352,0.377,0.428,0.443,0.434,0.425,0.44,0.43,0.435,0.415,0.399,
276,Denmark,DK,DNK,Environmental Taxes,ECGTE,Domestic Currency,44995.152,49671.135,52718.266,62571.7,66696.401,66287.3,67333.402,71947.6,70094.602,76655.202,80329.998,80961.001,84361.9,77731.7,70270.5,74580.098,76365.066,76530.999,78099.3,79540.17,81263.201,82384.045,80919.198,81425.002,78784.838,
277,Denmark,DK,DNK,Environmental Taxes,ECGTE,Percent of GDP,4.341,4.565,4.6,5.276,5.372,4.996,4.909,5.102,4.879,5.09,5.065,4.813,4.852,4.315,4.08,4.118,4.135,4.039,4.047,4.015,3.991,3.909,3.69,3.613,3.374,
278,Denmark,DK,DNK,Taxes on Energy (including fuel for transport),ECGTEN,Domestic Currency,21706.801,24157.4,24686.9,31385.4,35388.102,36854,39115.102,40416.699,40198.602,41557.602,39949.699,37613,40620.199,38523.199,39922.301,42783.398,44396.102,45226.898,46559.5,45973.82,44930.141,45672.898,43499.398,43865.602,41930.688,
279,Denmark,DK,DNK,Taxes on Energy (including fuel for transport),ECGTEN,Percent of GDP,2.094,2.22,2.154,2.646,2.85,2.777,2.852,2.866,2.798,2.759,2.519,2.236,2.336,2.138,2.318,2.363,2.404,2.387,2.413,2.321,2.206,2.167,1.984,1.947,1.796,
280,Denmark,DK,DNK,Taxes on Pollution,ECGTEP,Domestic Currency,1372.7,1951.8,2442,2988.4,3327.9,3077.3,3092.1,3283.6,3058,3095,3281.2,3296.7,3499.7,3463.3,3025.3,2370.7,2356.665,2780.3,3245.7,2556.52,2880.07,2447.667,2101.9,2155.6,1907.621,
281,Denmark,DK,DNK,Taxes on Pollution,ECGTEP,Percent of GDP,0.132,0.179,0.213,0.252,0.268,0.232,0.225,0.233,0.213,0.206,0.207,0.196,0.201,0.192,0.176,0.131,0.128,0.147,0.168,0.129,0.141,0.116,0.096,0.096,0.082,
282,Denmark,DK,DNK,Taxes on Resources,ECGTER,Domestic Currency,834.952,1155.534,1511.866,1794.4,1758.7,1837.1,1699.4,1696.4,1681.5,1725.1,1686.9,1722.2,1706.7,1671.9,1608.3,1568.5,1597.7,1764.5,1831.7,1854.98,1952.43,1745.2,1735.7,1813.3,1835.795,
283,Denmark,DK,DNK,Taxes on Resources,ECGTER,Percent of GDP,0.081,0.106,0.132,0.151,0.142,0.138,0.124,0.12,0.117,0.115,0.106,0.102,0.098,0.093,0.093,0.087,0.087,0.093,0.095,0.094,0.096,0.083,0.079,0.08,0.079,
284,Denmark,DK,DNK,Taxes on Transport (excluding fuel for transport),ECGTET,Domestic Currency,21080.699,22406.4,24077.5,26403.5,26221.699,24518.9,23426.801,26550.9,25156.5,30277.5,35412.199,38329.102,38535.301,34073.301,25714.6,27857.5,28014.6,26759.301,26462.4,29154.85,31500.561,32518.279,33582.199,33590.5,33110.734,
285,Denmark,DK,DNK,Taxes on Transport (excluding fuel for transport),ECGTET,Percent of GDP,2.034,2.059,2.101,2.226,2.112,1.848,1.708,1.883,1.751,2.01,2.233,2.278,2.216,1.891,1.493,1.538,1.517,1.412,1.371,1.472,1.547,1.543,1.531,1.491,1.418,
286,Dominican Rep.,DO,DOM,Environmental Taxes,ECGTE,Domestic Currency,,,,,,,,,,,,,,,,,,,,,59097844185.98,64370871868.21,72620544298.08,78227159328.71,85434149779.76,
287,Dominican Rep.,DO,DOM,Environmental Taxes,ECGTE,Percent of GDP,,,,,,,,,,,,,,,,,,,,,1.84354965447109,1.84586958603942,1.90973226723159,1.84678916950209,1.87263804607819,
288,Dominican Rep.,DO,DOM,Taxes on Energy (including fuel for transport),ECGTEN,Domestic Currency,,,,,,,,,,,,,,,,,,,,,44499401207.61,46977206894.11,54541038031.29,58606650611.98,62570820830.74,
289,Dominican Rep.,DO,DOM,Taxes on Energy (including fuel for transport),ECGTEN,Percent of GDP,,,,,,,,,,,,,,,,,,,,,1.38815310186766,1.34709683007639,1.43428806852682,1.38358759975163,1.37149488774739,
290,Dominican Rep.,DO,DOM,Taxes on Pollution,ECGTEP,Domestic Currency,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
291,Dominican Rep.,DO,DOM,Taxes on Pollution,ECGTEP,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
292,Dominican Rep.,DO,DOM,Taxes on Resources,ECGTER,Domestic Currency,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
293,Dominican Rep.,DO,DOM,Taxes on Resources,ECGTER,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
294,Dominican Rep.,DO,DOM,Taxes on Transport (excluding fuel for transport),ECGTET,Domestic Currency,,,,,,,,,,,,,,,,,,,,,14598442978.37,17393664974.1,18079506266.79,19620508716.73,22863328949.02,
295,Dominican Rep.,DO,DOM,Taxes on Transport (excluding fuel for transport),ECGTET,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0.455396552603428,0.498772755963031,0.475444198704766,0.463201569750467,0.501143158330802,
296,Ecuador,EC,ECU,Environmental Taxes,ECGTE,Domestic Currency,30.805,27.633,48.983,61.271,38.051,45.557,81.082,68.819,67.339,70.437,88.198,85.802,96.438,131.198,166.06,222.855,244.185,391.055,445.658,491.399,480.829,420.543,452.756,478.819,,
297,Ecuador,EC,ECU,Environmental Taxes,ECGTE,Percent of GDP,0.126,0.11,0.174,0.219,0.194,0.249,0.331,0.241,0.208,0.192,0.212,0.183,0.189,0.212,0.266,0.32,0.308,0.445,0.468,0.483,0.484,0.421,0.434,0.445,,
298,Ecuador,EC,ECU,Taxes on Energy (including fuel for transport),ECGTEN,Domestic Currency,,,0,0,0,0,0,0,0,0,0,0,0,,,0.005,,,,,3.071,13.982,31.69,25.964,,
299,Ecuador,EC,ECU,Taxes on Energy (including fuel for transport),ECGTEN,Percent of GDP,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,0.003,0.014,0.03,0.024,,
300,Ecuador,EC,ECU,Taxes on Pollution,ECGTEP,Domestic Currency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.638,131.184,137.537,134.839,140.269,142.124,154.272,,
301,Ecuador,EC,ECU,Taxes on Pollution,ECGTEP,Percent of GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0.138,0.135,0.136,0.14,0.136,0.143,,
302,Ecuador,EC,ECU,Taxes on Resources,ECGTER,Domestic Currency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
303,Ecuador,EC,ECU,Taxes on Resources,ECGTER,Percent of GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
304,Ecuador,EC,ECU,Taxes on Transport (excluding fuel for transport),ECGTET,Domestic Currency,30.805,27.633,48.983,61.271,38.051,45.557,81.082,68.819,67.339,70.437,88.198,85.802,96.438,131.198,166.06,222.85,244.185,280.417,314.474,353.862,342.919,266.292,278.942,298.583,,
305,Ecuador,EC,ECU,Taxes on Transport (excluding fuel for transport),ECGTET,Percent of GDP,0.126,0.11,0.174,0.219,0.194,0.249,0.331,0.241,0.208,0.192,0.212,0.183,0.189,0.212,0.266,0.32,0.308,0.319,0.331,0.348,0.345,0.266,0.267,0.278,,
306,"Egypt, Arab Rep. of",EG,EGY,Environmental Taxes,ECGTE,Domestic Currency,,,,,,,,659.585,1059.076,961.195,1211.658,2197.177,2933.775,2597.9,8595.8,9400.4,9905.7,11113.1,14345.3,6213,14845,15928,35559.298,40470.398,,
307,"Egypt, Arab Rep. of",EG,EGY,Environmental Taxes,ECGTE,Percent of GDP,,,,,,,,0.174,0.254,0.198,0.225,0.356,0.394,0.29,0.825,0.779,0.722,0.664,0.771,0.292,0.607,0.588,1.025,0.912,,
308,"Egypt, Arab Rep. of",EG,EGY,Taxes on Energy (including fuel for transport),ECGTEN,Domestic Currency,,,,,,,,456,852.321,754.783,817.59,1640.808,1959.38,1487.2,6990.6,7563.3,8093.2,9120.1,12328.4,3934.4,12003.6,13181.1,33071.898,40470.398,,
309,"Egypt, Arab Rep. of",EG,EGY,Taxes on Energy (including fuel for transport),ECGTEN,Percent of GDP,,,,,,,,0.12,0.204,0.156,0.152,0.266,0.263,0.166,0.671,0.627,0.59,0.545,0.663,0.185,0.491,0.486,0.953,0.912,,
310,"Egypt, Arab Rep. of",EG,EGY,Taxes on Pollution,ECGTEP,Domestic Currency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
311,"Egypt, Arab Rep. of",EG,EGY,Taxes on Pollution,ECGTEP,Percent of GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
312,"Egypt, Arab Rep. of",EG,EGY,Taxes on Resources,ECGTER,Domestic Currency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
313,"Egypt, Arab Rep. of",EG,EGY,Taxes on Resources,ECGTER,Percent of GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
314,"Egypt, Arab Rep. of",EG,EGY,Taxes on Transport (excluding fuel for transport),ECGTET,Domestic Currency,,,,,,,,203.585,206.755,206.412,394.068,556.369,974.395,1110.7,1605.2,1837.1,1812.5,1993,2016.9,2278.6,2841.4,2746.9,2487.4,,,
315,"Egypt, Arab Rep. of",EG,EGY,Taxes on Transport (excluding fuel for transport),ECGTET,Percent of GDP,,,,,,,,0.054,0.05,0.043,0.073,0.09,0.131,0.124,0.154,0.152,0.132,0.119,0.108,0.107,0.116,0.101,0.072,,,
316,El Salvador,SV,SLV,Environmental Taxes,ECGTE,Domestic Currency,,,,,,,,,,,,,,,,,,,,,126623000,137531000,141611000,146733000,152300000,
317,El Salvador,SV,SLV,Environmental Taxes,ECGTE,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0.540241076121757,0.568511245511324,0.566915673840635,0.56390548348728,0.566241310259341,
318,El Salvador,SV,SLV,Taxes on Energy (including fuel for transport),ECGTEN,Domestic Currency,,,,,,,,,,,,,,,,,,,,,7100000,8900000,7900000,7300000,7900000,
319,El Salvador,SV,SLV,Taxes on Energy (including fuel for transport),ECGTEN,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0.0302923769020199,0.036789887989259,0.031626313092493,0.0280544255856361,0.0293716766319684,
320,El Salvador,SV,SLV,Taxes on Pollution,ECGTEP,Domestic Currency,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
321,El Salvador,SV,SLV,Taxes on Pollution,ECGTEP,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
322,El Salvador,SV,SLV,Taxes on Resources,ECGTER,Domestic Currency,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
323,El Salvador,SV,SLV,Taxes on Resources,ECGTER,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
324,El Salvador,SV,SLV,Taxes on Transport (excluding fuel for transport),ECGTET,Domestic Currency,,,,,,,,,,,,,,,,,,,,,119523000,128631000,133711000,139433000,144400000,
325,El Salvador,SV,SLV,Taxes on Transport (excluding fuel for transport),ECGTET,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0.509948699219737,0.531721357522065,0.535289360748142,0.535851057901644,0.536869633627372,
326,"Equatorial Guinea, Rep. of",GQ,GNQ,Environmental Taxes,ECGTE,Domestic Currency,,,,,,,,,,,,,,,,,,,,,19804000000,16694000000,18575000000,,,
327,"Equatorial Guinea, Rep. of",GQ,GNQ,Environmental Taxes,ECGTE,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0.254046620387385,0.250609242855242,0.262190518146336,,,
328,"Equatorial Guinea, Rep. of",GQ,GNQ,Taxes on Energy (including fuel for transport),ECGTEN,Domestic Currency,,,,,,,,,,,,,,,,,,,,,8808000000,6570000000,5135000000,,,
329,"Equatorial Guinea, Rep. of",GQ,GNQ,Taxes on Energy (including fuel for transport),ECGTEN,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0.112989428013133,0.0986284129363208,0.0724817394714098,,,
330,"Equatorial Guinea, Rep. of",GQ,GNQ,Taxes on Pollution,ECGTEP,Domestic Currency,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
331,"Equatorial Guinea, Rep. of",GQ,GNQ,Taxes on Pollution,ECGTEP,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
332,"Equatorial Guinea, Rep. of",GQ,GNQ,Taxes on Resources,ECGTER,Domestic Currency,,,,,,,,,,,,,,,,,,,,,10996000000,10124000000,13440000000,,,
333,"Equatorial Guinea, Rep. of",GQ,GNQ,Taxes on Resources,ECGTER,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0.141057192374252,0.151980829918921,0.189708778674927,,,
334,"Equatorial Guinea, Rep. of",GQ,GNQ,Taxes on Transport (excluding fuel for transport),ECGTET,Domestic Currency,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
335,"Equatorial Guinea, Rep. of",GQ,GNQ,Taxes on Transport (excluding fuel for transport),ECGTET,Percent of GDP,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,
336,"Estonia, Rep. of",EE,EST,Environmental Taxes,ECGTE,Domestic Currency,27.44,54.11,71.35,98.38,91.55,104.04,147.76,156.151,165.993,205.568,258.22,298.31,358.33,382.933,418.73,432.943,456.788,492.331,523.674,532.728,600.838,674.564,738.63,952.581,1038.271,
337,"Estonia, Rep. of",EE,EST,Environmental Taxes,ECGTE,Percent of GDP,0.96,1.472,1.562,1.932,1.692,1.684,2.113,1.995,1.898,2.103,2.278,2.2,2.185,2.302,2.946,2.913,2.715,2.727,2.751,2.64,2.891,3.076,3.096,3.673,3.693,
338,"Estonia, Rep. of",EE,EST,Taxes on Energy (including fuel for transport),ECGTEN,Domestic Currency,15.5,37.9,53.5,80.3,72.5,76.1,111.4,116.7,133.9,173.8,215.9,243.16,291.62,318,356.07,377.72,395.69,431.87,439.01,453.13,504.91,569.61,615.03,724.309,819.9,
339,"Estonia, Rep. of",EE,EST,Taxes on Energy (including fuel for transport),ECGTEN,Percent of GDP,0.542,1.031,1.171,1.577,1.34,1.231,1.593,1.491,1.531,1.778,1.904,1.793,1.778,1.911,2.505,2.542,2.352,2.393,2.307,2.245,2.43,2.597,2.578,2.793,2.917,
340,"Estonia, Rep. of",EE,EST,Taxes on Pollution,ECGTEP,Domestic Currency,2.26,2.62,4.29,4.87,4.35,9.97,14.41,16.51,20,15.88,24.85,34.9,43.98,42.99,41.29,30.91,34.41,31.53,55.16,51.65,66.06,73.76,92.08,194.42,187.135,
341,"Estonia, Rep. of",EE,EST,Taxes on Pollution,ECGTEP,Percent of GDP,0.079,0.071,0.094,0.096,0.08,0.161,0.206,0.211,0.229,0.162,0.219,0.257,0.268,0.258,0.291,0.208,0.204,0.175,0.29,0.256,0.318,0.336,0.386,0.75,0.666,
342,"Estonia, Rep. of",EE,EST,Taxes on Resources,ECGTER,Domestic Currency,1.62,2.47,2.83,2.9,3.75,4.72,7.15,7.131,7.85,8.388,8.31,10.02,11.73,13.013,13.72,15.613,15.888,16.831,17.104,15.148,15.858,16.914,17.04,19.072,16.206,
343,"Estonia, Rep. of",EE,EST,Taxes on Resources,ECGTER,Percent of GDP,0.057,0.067,0.062,0.057,0.069,0.076,0.102,0.091,0.09,0.086,0.073,0.074,0.072,0.078,0.097,0.105,0.094,0.093,0.09,0.075,0.076,0.077,0.071,0.074,0.058,
344,"Estonia, Rep. of",EE,EST,Taxes on Transport (excluding fuel for transport),ECGTET,Domestic Currency,8.06,11.12,10.73,10.31,10.95,13.25,14.8,15.81,4.243,7.5,9.16,10.23,11,8.93,7.65,8.7,10.8,12.1,12.4,12.8,14.01,14.28,14.48,14.78,15.03,
345,"Estonia, Rep. of",EE,EST,Taxes on Transport (excluding fuel for transport),ECGTET,Percent of GDP,0.282,0.303,0.235,0.202,0.202,0.214,0.212,0.202,0.049,0.077,0.081,0.075,0.067,0.054,0.054,0.059,0.064,0.067,0.065,0.063,0.067,0.065,0.061,0.057,0.053,
346,"Eswatini, Kingdom of",SZ,SWZ,Environmental Taxes,ECGTE,Domestic Currency,45.889,44.208,49.72,72.798,70.36,83.879,98.968,90.435,90.109,88.536,78.809,105.353,96.067,108.921,129.118,182.371,246.215,420.945,591.795,617.784,712.824,780.448,1054.849,1103.994,,
347,"Eswatini, Kingdom of",SZ,SWZ,Environmental Taxes,ECGTE,Percent of GDP,0.745,0.642,0.629,0.835,0.744,0.695,0.745,0.599,0.542,0.495,0.39,0.473,0.393,0.4,0.426,0.561,0.703,1.049,1.333,1.287,1.372,1.381,1.779,1.77,,
348,"Eswatini, Kingdom of",SZ,SWZ,Taxes on Energy (including fuel for transport),ECGTEN,Domestic Currency,40.113,36.967,42.27,64.874,61.084,75.416,90.812,81.874,80.333,76.632,73.379,90.286,62.794,73.949,91.3,147.56,206.034,381.457,549.427,572.993,666.808,732.283,1004.629,1050.338,,
349,"Eswatini, Kingdom of",SZ,SWZ,Taxes on Energy (including fuel for transport),ECGTEN,Percent of GDP,0.651,0.536,0.534,0.744,0.646,0.625,0.684,0.542,0.483,0.428,0.363,0.405,0.257,0.272,0.301,0.454,0.589,0.951,1.238,1.194,1.283,1.296,1.695,1.684,,
350,"Eswatini, Kingdom of",SZ,SWZ,Taxes on Pollution,ECGTEP,Domestic Currency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
351,"Eswatini, Kingdom of",SZ,SWZ,Taxes on Pollution,ECGTEP,Percent of GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
352,"Eswatini, Kingdom of",SZ,SWZ,Taxes on Resources,ECGTER,Domestic Currency,0,0,0,0,0,0,0,0.001,0.003,0.001,0.007,0.005,0.011,0.003,0.005,0.001,0.003,0.003,0.001,0,0.002,0.002,0,0.001,,
353,"Eswatini, Kingdom of",SZ,SWZ,Taxes on Resources,ECGTER,Percent of GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
354,"Eswatini, Kingdom of",SZ,SWZ,Taxes on Transport (excluding fuel for transport),ECGTET,Domestic Currency,5.775,7.241,7.45,7.923,9.276,8.463,8.156,8.56,9.773,11.902,5.424,15.061,33.262,34.969,37.813,34.81,40.178,39.485,42.367,44.792,46.014,48.163,50.22,53.655,,
355,"Eswatini, Kingdom of",SZ,SWZ,Taxes on Transport (excluding fuel for transport),ECGTET,Percent of GDP,0.094,0.105,0.094,0.091,0.098,0.07,0.061,0.057,0.059,0.067,0.027,0.068,0.136,0.129,0.125,0.107,0.115,0.098,0.095,0.093,0.089,0.085,0.085,0.086,,
356,"Fiji, Rep. of",FJ,FJI,Environmental Taxes,ECGTE,Domestic Currency,,,,,,,,,,,,,,,,4.784,66.251,115.049,102.823,132.857,144.929,152.952,150.261,152.606,,
357,"Fiji, Rep. of",FJ,FJI,Environmental Taxes,ECGTE,Percent of GDP,,,,,,,,,,,,,,,,0.079,0.979,1.618,1.333,1.449,1.476,1.481,1.358,1.32,,
358,"Fiji, Rep. of",FJ,FJI,Taxes on Energy (including fuel for transport),ECGTEN,Domestic Currency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
359,"Fiji, Rep. of",FJ,FJI,Taxes on Energy (including fuel for transport),ECGTEN,Percent of GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
360,"Fiji, Rep. of",FJ,FJI,Taxes on Pollution,ECGTEP,Domestic Currency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
361,"Fiji, Rep. of",FJ,FJI,Taxes on Pollution,ECGTEP,Percent of GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
362,"Fiji, Rep. of",FJ,FJI,Taxes on Resources,ECGTER,Domestic Currency,,,,,,,,,,,,,,,,0,1.03,1.49,0.37,0.44,0.1,0.12,0.05,0.12,,
363,"Fiji, Rep. of",FJ,FJI,Taxes on Resources,ECGTER,Percent of GDP,,,,,,,,,,,,,,,,0,0.015,0.021,0.005,0.005,0.001,0.001,0,0.001,,
364,"Fiji, Rep. of",FJ,FJI,Taxes on Transport (excluding fuel for transport),ECGTET,Domestic Currency,,,,,,,,,,,,,,,,4.784,65.221,113.559,102.453,132.417,144.829,152.832,150.211,152.486,,
365,"Fiji, Rep. of",FJ,FJI,Taxes on Transport (excluding fuel for transport),ECGTET,Percent of GDP,,,,,,,,,,,,,,,,0.079,0.964,1.597,1.328,1.444,1.475,1.48,1.358,1.319,,
366,Finland,FI,FIN,Environmental Taxes,ECGTE,Domestic Currency,2933.743,3196.638,3698.036,3989.352,4307.993,4262.398,4259.926,4517.078,4807.241,5090.653,4972.716,5122.939,5069.801,5121.949,4665.049,5097.535,6037.067,6052.777,6056.184,6068.185,6125.812,6708,6693,6848,6730,
367,Finland,FI,FIN,Environmental Taxes,ECGTE,Percent of GDP,2.977,3.131,3.337,3.311,3.394,3.124,2.945,3.042,3.168,3.207,3.019,2.963,2.71,2.637,2.567,2.709,3.049,3.011,2.964,2.933,2.898,3.084,2.962,2.931,2.798,
368,Finland,FI,FIN,Taxes on Energy (including fuel for transport),ECGTEN,Domestic Currency,2055.546,2116.1,2487.9,2563.2,2717.2,2633.8,2725.89,2859.16,2891.06,2966.04,2934.7,2994.1,2969,3223.6,3109.8,3242.02,3951.82,4031.15,4001.57,4026,4189,4561,4462,4577,4619,
369,Finland,FI,FIN,Taxes on Energy (including fuel for transport),ECGTEN,Percent of GDP,2.086,2.073,2.245,2.128,2.141,1.93,1.885,1.926,1.905,1.868,1.782,1.732,1.587,1.659,1.711,1.723,1.996,2.005,1.958,1.946,1.982,2.097,1.975,1.959,1.92,
370,Finland,FI,FIN,Taxes on Pollution,ECGTEP,Domestic Currency,38.1,30.9,51.463,62.294,69.74,68.997,69.59,66.668,101.669,107.972,85.716,96.739,109.301,79.849,67.829,66.575,92.168,84.1,84.063,70.884,60.812,40,32,26,21,
371,Finland,FI,FIN,Taxes on Pollution,ECGTEP,Percent of GDP,0.039,0.03,0.046,0.052,0.055,0.051,0.048,0.045,0.067,0.068,0.052,0.056,0.058,0.041,0.037,0.035,0.047,0.042,0.041,0.034,0.029,0.018,0.014,0.011,0.009,
372,Finland,FI,FIN,Taxes on Resources,ECGTER,Domestic Currency,16.6,16.2,16.5,14.3,15.3,16.7,18.5,20.5,20.7,20.6,20.6,20.9,17.5,22.8,22.92,23.42,23.999,23,23,23,22,23,22,27,27,
373,Finland,FI,FIN,Taxes on Resources,ECGTER,Percent of GDP,0.017,0.016,0.015,0.012,0.012,0.012,0.013,0.014,0.014,0.013,0.013,0.012,0.009,0.012,0.013,0.012,0.012,0.011,0.011,0.011,0.01,0.011,0.01,0.012,0.011,
374,Finland,FI,FIN,Taxes on Transport (excluding fuel for transport),ECGTET,Domestic Currency,823.498,1033.438,1142.173,1349.558,1505.753,1542.901,1445.946,1570.75,1793.812,1996.041,1931.7,2011.2,1974,1795.7,1464.5,1765.52,1969.08,1914.527,1947.551,1948.301,1854,2084,2177,2218,2063,
375,Finland,FI,FIN,Taxes on Transport (excluding fuel for transport),ECGTET,Percent of GDP,0.836,1.012,1.031,1.12,1.186,1.131,1,1.058,1.182,1.257,1.173,1.163,1.055,0.924,0.806,0.938,0.994,0.952,0.953,0.942,0.877,0.958,0.964,0.949,0.858,
376,France,FR,FRA,Environmental Taxes,ECGTE,Domestic Currency,30457.854,32185.849,32642.939,34203.552,35355.198,35646.801,35242.1,38121.699,38572.479,40316.045,40705.504,41746,41873,42727,42355,42884,45093,46053,48513.199,48264,49586,51483,53920,56541,56189.688,
377,France,FR,FRA,Environmental Taxes,ECGTE,Percent of GDP,2.5,2.57,2.525,2.53,2.524,2.411,2.291,2.401,2.365,2.366,2.305,2.259,2.157,2.145,2.187,2.149,2.191,2.205,2.291,2.245,2.256,2.304,2.347,2.395,2.316,
